Analysis Type,File Name,Label,Value,Is VAT/Tax Related
All Labels,ABC 2.png,Currency,N/A,No
All Labels,ABC 2.png,Invoice Date,N/A,No
All Labels,ABC 2.png,Invoice ID,N/A,No
All Labels,ABC 2.png,Item,N/A,No
All Labels,ABC 2.png,Item Amount,N/A,No
All Labels,ABC 2.png,Item Quantity,N/A,No
All Labels,ABC 2.png,Supplier Name,N/A,No
All Labels,ABC 2.png,Tax Amount,N/A,Yes
All Labels,ABC 2.png,Total Amount,N/A,No
All Labels,ABC 2.png,VAT/Tax Code,N/A,Yes
All Labels,ABC 2.png,unit price,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Invoice Date,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Invoice ID,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Item,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Item Amount,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Item Quantity,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Supplier Name,N/A,No
All Labels,IMG0264_638882805886603164.jpg,Tax Amount,N/A,Yes
All Labels,IMG0264_638882805886603164.jpg,Total Amount,N/A,No
All Labels,IMG0264_638882805886603164.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0264_638882805886603164.jpg,unit price,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Currency,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Invoice Date,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Invoice ID,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Item,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Item Amount,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Item Quantity,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Supplier Name,N/A,No
All Labels,IMG0265_638882805887603264.jpg,Tax Amount,N/A,Yes
All Labels,IMG0265_638882805887603264.jpg,Total Amount,N/A,No
All Labels,IMG0265_638882805887603264.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0265_638882805887603264.jpg,unit price,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Currency,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Invoice Date,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Invoice ID,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Item,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Item Amount,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Item Quantity,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Supplier Name,N/A,No
All Labels,IMG0266_638882805888502687.jpg,Total Amount,N/A,No
All Labels,IMG0266_638882805888502687.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0266_638882805888502687.jpg,unit price,N/A,No
All Labels,IMG0267_638882806098170675.jpg,Invoice Date,N/A,No
All Labels,IMG0267_638882806098170675.jpg,Invoice ID,N/A,No
All Labels,IMG0267_638882806098170675.jpg,Item Amount,N/A,No
All Labels,IMG0267_638882806098170675.jpg,Supplier Name,N/A,No
All Labels,IMG0267_638882806098170675.jpg,Tax Amount,N/A,Yes
All Labels,IMG0267_638882806098170675.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0268_638882806098978257.jpg,Currency,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Invoice Date,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Invoice ID,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Item,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Item Amount,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Item Quantity,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Supplier Name,N/A,No
All Labels,IMG0268_638882806098978257.jpg,Tax Amount,N/A,Yes
All Labels,IMG0268_638882806098978257.jpg,Total Amount,N/A,No
All Labels,IMG0268_638882806098978257.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0268_638882806098978257.jpg,unit price,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Currency,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Invoice Date,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Invoice ID,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Item,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Item Amount,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Item Quantity,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Supplier Name,N/A,No
All Labels,IMG0269_638882806100175096.jpg,Tax Amount,N/A,Yes
All Labels,IMG0269_638882806100175096.jpg,Total Amount,N/A,No
All Labels,IMG0269_638882806100175096.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0269_638882806100175096.jpg,unit price,N/A,No
All Labels,IMG0270_638882806101503086.jpg,Currency,N/A,No
All Labels,IMG0270_638882806101503086.jpg,Invoice Date,N/A,No
All Labels,IMG0270_638882806101503086.jpg,Invoice ID,N/A,No
All Labels,IMG0270_638882806101503086.jpg,Item,N/A,No
